Financial year,Local authority name,Region,Carers of people in adult social care quality of life (Score (between 0 and 12)),Carers who found it easy to find information about services (Percentage),People in adult social care quality of life (Score (between -0.8 and 1.0)),People who use services who found it easy to find information (Percentage),"Requests resulting in a service (per 100,000 population)",Short term service provision (Percentage),Workforce turnover rate (Percentage),Council tax collection rates (in year) (Percentage),Council tax revenue per dwelling (GBP),Debt servicing as percentage of core spending power (Percentage),Level of band D council tax rates (GBP),Non-ringfenced reserves as percentage of net revenue expenditure (Percentage),Non-ringfenced reserves as percentage of service spend (Percentage),Nondomestic rates collection rates (in year) (Percentage),"Number of upheld complaints (per 100,000 population)",Social care spend as percentage of core spending power (Percentage),Total core spending power per dwelling (GBP),Total debt as percentage of core spending power (Percentage),Household waste recycling rate (Percentage),Recycling contamination rate (Percentage),Residual household waste (kg per household)
2015-16,wokingham,South East,7.415964523,61.35920177,0.402452128,73,985,82.7,28.73509934,99.5,1583.31,12.98448478,1246.21,119.5082063,97.07708089,99.1,6.2,64.55263852,1728.85,540.1090158,38,6.6,720.2
2016-17,wokingham,South East,7.9,61.7,0.381,78.8,781,46.4,28.73509934,99.6,1647.05,12.98448478,1295.31,119.5082063,97.07708089,99.7,4.3,64.55263852,1708.68,540.1090158,38.9,6.3,702.4
2017-18,wokingham,South East,7.415964523,61.35920177,0.38,77.3,1164,59,28.73509934,99.5,1736.96,8.1,1359.27,56,60.9,98.9,5.5,57.6,1702.47,540.1090158,38.9,6.1,671.4
2018-19,wokingham,South East,7.7,62.3,0.39,78.1,1055,65.4,28.73509934,99.4,1838.83,11.7,1433.89,80,83,99.1,6,56.7,1734.68,267.1,40.5,7.4,610.7
2019-20,wokingham,South East,7.415964523,61.35920177,0,71.01325167,1993,92,28.73509934,99.5,1918.07,9.3,1483.93,90.2,93.7,99.4,9.4,56.6,1802.57,304.6,50.3,11.6,508.2
2020-21,wokingham,South East,7.415964523,61.35920177,0.402452128,71.01325167,2092,92.9,28.73509934,99.1,1994.63,9.3,1543.14,95,85,98.8,2.3,56.6,1918.9,314.6,49.5,11.2,505.8
2021-22,wokingham,South East,7.7,59.1,0.369,70.8,2343,95.9,29.6,99.5,2092.78,4.7,1620.14,105.9,90.8,99,3.4,55.9,1969.16,306.1,54.2,5.8,457.2
2015-16,wolverhampton,West Midlands,7.415964523,61.35920177,0.402452128,75,1939,80.7,28.73509934,94.4,860.92,12.98448478,1369.64,119.5082063,97.07708089,97.8,2.4,64.55263852,2057.33,540.1090158,39.5,8.3,607.4
2016-17,wolverhampton,West Midlands,7,63.6,0.406,76.2,1736,84.2,28.73509934,93.9,910.05,12.98448478,1424.29,119.5082063,97.07708089,98.1,3.9,64.55263852,1966.97,540.1090158,42,4,594.1
2017-18,wolverhampton,West Midlands,7.415964523,61.35920177,0.453,74.7,928,71.5,28.73509934,94,956.86,12.2,1481.12,26.1,25,97.2,1.5,58.6,1993.21,540.1090158,41.9,3.9,578.4
2018-19,wolverhampton,West Midlands,7.7,59.1,0.424,61,969,69,28.73509934,94.1,1015.02,18.4,1540.21,26.5,25.5,97.2,3.4,59.6,2013.27,394.1,38.1,5.8,601.2
2019-20,wolverhampton,West Midlands,7.415964523,61.35920177,0.432,72.2,858,61.8,28.73509934,93.8,1090.74,20.2,1617.06,26.1,25.6,97.2,2.7,58.4,2041.93,385.6,37.5,6.1,588.4
2020-21,wolverhampton,West Midlands,7.415964523,61.35920177,0.402452128,71.01325167,1016,70.5,28.73509934,91.7,1144.75,19.4,1681.58,31.1,27.8,89.2,2.3,61.9,2148.57,381.2,35.3,6.7,605.6
2021-22,wolverhampton,West Midlands,7.3,54.8,0.435,68.9,1010,79.3,19,91.9,1175.22,19.3,1765.49,37.6,31.8,95.3,3,62.2,2192.59,354.5,37.3,6.6,575
2015-16,york,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,77,1280,34.1,28.73509934,97.5,1103.72,12.98448478,1165.54,119.5082063,97.07708089,98.4,2.632466105,64.55263852,1415.24,540.1090158,42.8,0.7,574.7
2016-17,york,Yorkshire and The Humber,8.4,73.2,0.413,76.1,963,71.1,28.73509934,97.6,1160.19,12.98448478,1200.51,119.5082063,97.07708089,99,3.9,64.55263852,1386.7,540.1090158,42.5,0.2,557.3
2017-18,york,Yorkshire and The Humber,7.415964523,61.35920177,0.401,72.3,935,72.7,28.73509934,97.3,1214.15,14.3,1244.93,46.8,44.9,98.9,6.2,59,1373.32,540.1090158,44.9,0.1,530.6
2018-19,york,Yorkshire and The Humber,7.7,67.3,0.404,73.7,1062,87.8,28.73509934,97.7,1266.69,18.3,1288.38,31.4,32.6,98.8,5.2,63.6,1381.17,312.6,43.6,0,550.9
2019-20,york,Yorkshire and The Humber,7.415964523,61.35920177,0.408,74.1,897,71.8,28.73509934,97.6,1327.25,17.5,1330.25,24.3,23.7,97.8,5.7,67.3,1403.84,311.1,48.4,0,460.8
2020-21,york,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,651,50,28.73509934,96.6,1380.4,16.5,1383.33,22.2,20.5,91.9,5.7,69.6,1462.99,317.1,44.1,0,494
2021-22,york,Yorkshire and The Humber,7.6,66.3,0.438,66.9,749,76.6,29.3,96.8,1430.95,14.1,1452.36,28.4,24.7,97.2,9.4,70.1,1505.88,314,43.2,8.3,514.6
2019-20,"bournemouth, christchurch and poole",South West,7.415964523,61.35920177,0.408,68.7,1756,76.4,28.73509934,97.2,1416.48,3.3,1478.52,25.7,23.3,98.1,1.3,68,1551.88,147.6,53.9,1.9,432.2
2020-21,"bournemouth, christchurch and poole",South West,7.415964523,61.35920177,0.402452128,71.01325167,1389,78.9,28.73509934,95.1,1465.25,4.1,1518.05,48.9,39.3,90.7,2.3,72.7,1616.35,150.4,51.3,2.9,455.9
2021-22,"bournemouth, christchurch and poole",South West,7.4,59,0.438,68.8,1685,89.8,36.2,95.3,1449.32,4.6,1541.57,35.5,28.9,95.9,5.5,77.3,1609.06,144.7,47.4,6.5,486
2021-22,north northamptonshire,East Midlands,7,58.9,0.434,55.1,1504,61.7,26,96.3,1424.91,4.6,1532.9,6.8,6.1,95.8,0.6,63.5,1691.37,239,45.4,9,562.9
2021-22,west northamptonshire,East Midlands,7.5,57.7,0.379,63.3,1290,53.4,37,96.5,1563.13,6.6,1566.39,28.9,23.4,96,1.9,72.3,1663.14,540.1090158,47.6,6.3,559.5
